@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE PCA NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC

@DATA
258,1.0,1e-05,0.0,0.00014,1e-05,0.0,0.00237,0.0017,1e-05,0.0004,1e-05,0.00029,0.0,1e-05,1e-05,3e-05,5e-05,3e-05,1e-05,3e-05,1e-05,0.00012,3e-05,1e-05,2e-05,6e-05,0.0003,0.0,0.0,6e-05,0.00017,6e-05,0.00029,5e-05,5e-05,5e-05,0.00014,0.00039,5e-05,7e-05,8e-05,0.0002,0.00127,0.146,0.02781,0.20626,0.0335,0.01874,1.38575,0.00238,5e-05,0.00083,0.0015
75179,1.0,1e-05,0.0,0.00012,1e-05,0.0,0.0028,0.00226,1e-05,0.00036,1e-05,0.0002,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00029,0.0,0.0,6e-05,0.00017,6e-05,0.0003,4e-05,6e-05,5e-05,0.00014,0.00043,4e-05,9e-05,8e-05,0.00021,0.00149,0.11046,0.01904,0.75962,0.15023,0.02245,1.89083,0.00236,5e-05,0.00077,0.00154
75139,1.0,1e-05,0.0,0.00021,1e-05,0.0,0.00564,0.00439,1e-05,0.00073,1e-05,0.00055,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.0003,0.0,0.0,6e-05,0.00017,6e-05,0.00029,4e-05,6e-05,5e-05,0.00013,0.00045,4e-05,9e-05,0.0001,0.00021,0.00251,0.14563,0.02394,0.16769,0.03165,0.02245,3.65911,0.00263,4e-05,0.00093,0.00166
75090,1.0,1e-05,0.0,0.00011,1e-05,0.0,0.0066,0.0027,3e-05,0.00215,4e-05,0.00182,0.0,4e-05,4e-05,8e-05,0.0001,8e-05,3e-05,8e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.0003,0.0,0.0,6e-05,0.00017,6e-05,0.0004,7e-05,7e-05,8e-05,0.00018,0.00047,8e-05,9e-05,0.0001,0.00021,0.0008,1.84894,0.1021,1.25049,0.34353,0.02862,5.39645,0.00692,0.00019,0.00297,0.00376
75210,1.0,1e-05,0.0,0.00012,1e-05,0.0,0.00245,0.00225,1e-05,0.00017,1e-05,5e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,2e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00029,0.0,0.0,6e-05,0.00016,5e-05,0.00024,4e-05,4e-05,6e-05,0.00011,0.00028,4e-05,5e-05,6e-05,0.00013,0.00171,0.02703,0.01153,0.02046,0.02132,0.01987,0.17566,0.00899,1e-05,0.00051,0.00847
2350,1.0,1e-05,0.0,0.00182,2e-05,1e-05,0.45995,0.42728,4e-05,0.02746,6e-05,0.00532,0.0,5e-05,5e-05,0.0001,0.00013,8e-05,0.0,0.00013,2e-05,0.00017,2e-05,1e-05,2e-05,0.00012,0.00052,0.0,0.0,0.00011,0.0003,0.0001,0.0005,9e-05,9e-05,0.00012,0.00021,0.00058,8e-05,0.0001,0.00012,0.00028,0.02038,0.0,0.0,0.0,1e-05,1e-05,112.59532,2e-05,0.0,0.0,2e-05
75234,1.0,1e-05,0.0,0.00012,1e-05,1e-05,0.00238,0.00199,1e-05,0.00027,1e-05,0.00013,0.0,1e-05,1e-05,3e-05,5e-05,1e-05,1e-05,3e-05,1e-05,0.00013,4e-05,0.0,3e-05,6e-05,0.0005,0.0,0.0,0.00011,0.00032,7e-05,0.00027,4e-05,5e-05,5e-05,0.00012,0.00046,4e-05,0.00013,0.0001,0.00019,0.00162,0.07255,0.01489,0.9273,0.07769,0.02342,1.00882,0.00212,4e-05,0.00069,0.00139
2119,1.0,1e-05,0.0,8e-05,1e-05,0.0,0.0005,0.00041,1e-05,7e-05,1e-05,4e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00029,0.0,0.0,7e-05,0.00016,6e-05,0.00024,4e-05,4e-05,5e-05,0.00011,0.00028,4e-05,6e-05,6e-05,0.00013,0.00043,0.01464,0.0103,0.02032,0.00651,0.01388,0.04497,0.00103,3e-05,0.00035,0.00066
75226,1.0,1e-05,0.0,0.00013,1e-05,1e-05,0.00291,0.0025,1e-05,0.00031,1e-05,0.00013,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.0003,0.0,0.0,6e-05,0.00017,6e-05,0.00029,4e-05,7e-05,5e-05,0.00012,0.00032,4e-05,7e-05,7e-05,0.00014,0.00208,0.06554,0.01395,0.29981,0.08137,0.03359,0.4159,0.00207,3e-05,0.00063,0.00141
261,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.00039,0.0003,1e-05,8e-05,1e-05,3e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00011,3e-05,1e-05,2e-05,6e-05,0.00028,0.0,0.0,6e-05,0.00016,6e-05,0.0003,4e-05,8e-05,5e-05,0.00012,0.00036,4e-05,7e-05,0.0001,0.00014,0.00033,0.04518,0.00745,0.02025,0.00682,0.01699,0.07394,0.00164,3e-05,0.00049,0.00112
275,1.0,1e-05,0.0,7e-05,1e-05,0.0,0.00134,0.00097,1e-05,0.00024,1e-05,0.00015,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00012,3e-05,1e-05,2e-05,6e-05,0.00044,0.0,0.0,0.0001,0.00028,6e-05,0.00036,6e-05,6e-05,7e-05,0.00017,0.00061,5e-05,9e-05,0.00012,0.00034,0.00068,0.56276,0.05728,0.15511,0.03542,0.02652,2.14384,0.00468,0.00012,0.0018,0.00276
75123,1.0,1e-05,0.0,0.0001,1e-05,0.0,0.0015,0.00132,1e-05,0.00014,1e-05,5e-05,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00013,3e-05,0.0,3e-05,7e-05,0.00047,0.0,0.0,0.00011,0.00029,6e-05,0.00026,4e-05,4e-05,6e-05,0.00011,0.0003,4e-05,7e-05,6e-05,0.00013,0.00094,0.02486,0.00963,0.06753,0.01482,0.01633,0.10533,0.00166,1e-05,0.00047,0.00118
253,1.0,0.0,0.0,5e-05,1e-05,0.0,0.0005,0.0004,1e-05,8e-05,1e-05,4e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00042,0.0,0.0,9e-05,0.00026,6e-05,0.00029,7e-05,4e-05,5e-05,0.00012,0.00034,4e-05,0.0001,7e-05,0.00014,0.00038,0.02297,0.00732,0.01739,0.00571,0.01642,0.06539,0.0016,2e-05,0.00044,0.00113
2123,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.00046,0.00036,1e-05,8e-05,1e-05,3e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00041,0.0,0.0,0.0001,0.00025,6e-05,0.00026,5e-05,4e-05,5e-05,0.00012,0.00033,4e-05,7e-05,7e-05,0.00015,0.00036,0.02056,0.00709,0.03417,0.0123,0.01641,0.05493,0.00146,2e-05,0.00042,0.00102
273,1.0,1e-05,0.0,8e-05,1e-05,0.0,0.0019,0.00138,1e-05,0.00032,1e-05,0.00022,0.0,1e-05,1e-05,3e-05,6e-05,2e-05,0.0,3e-05,1e-05,0.00013,3e-05,0.0,2e-05,7e-05,0.00044,0.0,0.0,0.0001,0.00027,6e-05,0.00029,4e-05,6e-05,6e-05,0.00013,0.00033,4e-05,7e-05,7e-05,0.00015,0.00101,0.10944,0.0142,0.22531,0.02841,0.0156,0.73123,0.0021,6e-05,0.00073,0.00131
75243,1.0,1e-05,0.0,0.00021,1e-05,0.0,0.00367,0.00329,1e-05,0.0003,1e-05,9e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,2e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.0003,0.0,0.0,7e-05,0.00017,6e-05,0.0003,5e-05,5e-05,5e-05,0.00014,0.00045,4e-05,0.00012,9e-05,0.0002,0.00241,0.12578,0.02928,0.05581,0.02055,0.02481,1.59425,0.00317,2e-05,0.00108,0.00207
75168,1.0,1e-05,0.0,8e-05,1e-05,1e-05,0.0219,0.00557,0.00011,0.01611,0.00012,0.00045,0.0,0.00011,0.00011,0.00023,0.00025,0.00021,0.0,0.00027,1e-05,0.00011,2e-05,1e-05,2e-05,6e-05,0.00043,0.0,0.0,9e-05,0.00026,7e-05,0.0008,0.00016,0.00016,0.00017,0.0003,0.00091,0.00016,0.00018,0.0002,0.00037,0.00045,0.0,0.0,1e-05,1e-05,1e-05,0.07981,0.00274,0.00024,0.00066,0.00184
75174,1.0,1e-05,0.0,0.00031,1e-05,0.0,0.00754,0.00666,1e-05,0.00061,1e-05,0.00029,0.0,1e-05,1e-05,3e-05,5e-05,3e-05,2e-05,3e-05,1e-05,0.00015,3e-05,1e-05,3e-05,8e-05,0.00065,0.0,0.0,0.00015,0.0004,9e-05,0.0003,4e-05,8e-05,5e-05,0.00014,0.00036,4e-05,7e-05,7e-05,0.00018,0.00657,0.1452,0.0277,1.22857,0.17565,0.0343,3.38497,0.00269,3e-05,0.00097,0.0017
75110,1.0,1e-05,0.0,0.00059,1e-05,0.0,0.00777,0.00713,1e-05,0.00051,1e-05,0.00014,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00015,4e-05,1e-05,3e-05,7e-05,0.00031,0.0,0.0,6e-05,0.00018,6e-05,0.00031,5e-05,5e-05,6e-05,0.00015,0.00037,4e-05,7e-05,7e-05,0.00019,0.00506,0.38389,0.12244,0.34258,0.05401,0.04288,14.92202,0.00646,3e-05,0.00246,0.00397
75107,1.0,1e-05,0.0,0.00057,1e-05,0.0,0.03639,0.02064,1e-05,0.00817,3e-05,0.00762,0.0,2e-05,2e-05,4e-05,7e-05,3e-05,1e-05,6e-05,1e-05,0.00017,5e-05,1e-05,3e-05,9e-05,0.00057,0.0,0.0,0.00011,0.00037,9e-05,0.00038,6e-05,7e-05,7e-05,0.00018,0.00048,6e-05,0.00011,9e-05,0.00023,0.00947,8.24294,1.0579,11.54697,1.36685,0.28692,655.04887,0.0801,0.00017,0.03661,0.04332
242,1.0,1e-05,0.0,7e-05,1e-05,0.0,0.00163,0.00087,1e-05,0.00047,2e-05,0.00032,0.0,2e-05,2e-05,4e-05,6e-05,3e-05,1e-05,4e-05,1e-05,0.00012,3e-05,1e-05,2e-05,6e-05,0.00044,0.0,0.0,0.0001,0.00028,6e-05,0.00035,6e-05,6e-05,6e-05,0.00018,0.0005,5e-05,0.00011,9e-05,0.00025,0.00049,0.32603,0.03095,0.58335,0.16995,0.01887,0.73679,0.00269,5e-05,0.00096,0.00168
75227,1.0,1e-05,0.0,9e-05,1e-05,0.0,0.00163,0.00146,1e-05,0.00014,1e-05,5e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.0003,0.0,0.0,7e-05,0.00017,6e-05,0.00024,4e-05,5e-05,5e-05,0.00011,0.00028,4e-05,5e-05,6e-05,0.00013,0.00104,0.02127,0.00921,0.07392,0.0213,0.01797,0.11302,0.00904,3e-05,0.00047,0.00854
75232,1.0,0.0,0.0,4e-05,1e-05,0.0,0.0005,0.00034,1e-05,0.00012,1e-05,6e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00028,0.0,0.0,6e-05,0.00016,5e-05,0.0003,4e-05,6e-05,5e-05,0.00014,0.00035,4e-05,7e-05,7e-05,0.00017,0.0003,0.03314,0.00698,0.03798,0.0119,0.01681,0.05818,0.00158,4e-05,0.00046,0.00108
254,1.0,1e-05,0.0,0.00012,1e-05,0.0,0.00267,0.00224,1e-05,0.00031,1e-05,0.00014,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.0003,0.0,0.0,6e-05,0.00017,6e-05,0.00031,4e-05,6e-05,6e-05,0.00015,0.00055,5e-05,9e-05,0.00011,0.00031,0.00153,0.32237,0.04271,0.08576,0.03279,0.03067,4.67741,0.00467,4e-05,0.00171,0.00292
75112,1.0,1e-05,0.0,0.00025,1e-05,0.0,0.00573,0.00515,1e-05,0.00045,1e-05,0.00014,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00043,0.0,0.0,0.0001,0.00026,6e-05,0.0003,4e-05,7e-05,5e-05,0.00013,0.00036,4e-05,8e-05,8e-05,0.00016,0.00315,0.0866,0.02162,0.8603,0.11829,0.0337,0.73208,0.00242,3e-05,0.00076,0.00163
75127,1.0,1e-05,0.0,0.00765,2e-05,0.0,0.15532,0.14318,1e-05,0.00963,1e-05,0.00254,0.0,1e-05,1e-05,3e-05,6e-05,2e-05,1e-05,4e-05,2e-05,0.0002,4e-05,1e-05,2e-05,0.00014,0.00034,0.0,0.0,7e-05,0.0002,7e-05,0.00037,5e-05,6e-05,6e-05,0.0002,0.00042,5e-05,8e-05,7e-05,0.00022,0.08961,18.13222,2.65545,26.1528,2.98277,0.97838,11725.23687,0.25085,6e-05,0.11657,0.13421
244,1.0,1e-05,0.0,7e-05,1e-05,0.0,0.001,0.00067,1e-05,0.00022,1e-05,0.00012,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,0.0,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00043,0.0,0.0,0.0001,0.00027,6e-05,0.00029,5e-05,5e-05,6e-05,0.00013,0.00036,4e-05,8e-05,8e-05,0.00016,0.00051,0.08854,0.01656,0.35864,0.24737,0.01818,0.2935,0.00215,6e-05,0.00062,0.00147
75099,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.00077,0.00062,1e-05,0.00011,1e-05,5e-05,0.0,1e-05,1e-05,4e-05,5e-05,1e-05,0.0,3e-05,1e-05,0.00012,3e-05,1e-05,2e-05,6e-05,0.0003,0.0,0.0,7e-05,0.00017,6e-05,0.00027,4e-05,5e-05,5e-05,0.00013,0.00031,4e-05,6e-05,7e-05,0.00013,0.00057,0.02651,0.00731,0.04066,0.0109,0.01577,0.06895,0.00145,2e-05,0.00044,0.00098
75092,1.0,0.0,0.0,4e-05,1e-05,0.0,0.00064,0.00046,1e-05,0.00013,1e-05,7e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00028,0.0,0.0,6e-05,0.00017,5e-05,0.00027,4e-05,5e-05,5e-05,0.00012,0.00033,4e-05,7e-05,7e-05,0.00014,0.00037,0.0343,0.0078,0.03752,0.01508,0.01917,0.11347,0.00148,3e-05,0.00043,0.00101
75188,1.0,1e-05,0.0,9e-05,1e-05,1e-05,0.05353,0.00621,0.00028,0.04731,0.00034,0.00064,0.0,0.00031,0.00031,0.00062,0.00067,0.00055,0.0,0.00065,1e-05,0.00011,1e-05,1e-05,2e-05,6e-05,0.00045,0.0,0.0,0.0001,0.00027,8e-05,0.00177,0.00038,0.00038,0.00042,0.00058,0.00192,0.00038,0.00041,0.00044,0.0007,0.00048,0.0,0.0,0.0,1e-05,1e-05,0.14683,4e-05,1e-05,0.0,3e-05
75233,1.0,1e-05,0.0,0.00013,1e-05,1e-05,0.00304,0.00254,1e-05,0.00035,1e-05,0.00017,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00013,3e-05,1e-05,2e-05,7e-05,0.00065,0.0,1e-05,0.00015,0.0004,8e-05,0.00028,4e-05,6e-05,5e-05,0.00013,0.00033,4e-05,6e-05,8e-05,0.00015,0.00252,0.07463,0.0149,0.35833,0.05319,0.01867,0.7147,0.00199,4e-05,0.00066,0.00129
75185,1.0,1e-05,0.0,0.00011,1e-05,0.0,0.00218,0.00185,1e-05,0.00024,1e-05,0.00011,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.0003,0.0,0.0,6e-05,0.00017,6e-05,0.00027,4e-05,6e-05,5e-05,0.00012,0.00036,4e-05,8e-05,8e-05,0.00015,0.00125,0.06159,0.01159,0.17222,0.02525,0.01839,0.33447,0.00171,3e-05,0.00052,0.00116
