idx,balancing:strategy,classifier:__choice__,classifier:adaboost:algorithm,classifier:adaboost:learning_rate,classifier:adaboost:max_depth,classifier:adaboost:n_estimators,classifier:bernoulli_nb:alpha,classifier:bernoulli_nb:fit_prior,classifier:decision_tree:criterion,classifier:decision_tree:max_depth,classifier:decision_tree:max_features,classifier:decision_tree:max_leaf_nodes,classifier:decision_tree:min_samples_leaf,classifier:decision_tree:min_samples_split,classifier:decision_tree:min_weight_fraction_leaf,classifier:decision_tree:splitter,classifier:extra_trees:bootstrap,classifier:extra_trees:criterion,classifier:extra_trees:max_depth,classifier:extra_trees:max_features,classifier:extra_trees:min_samples_leaf,classifier:extra_trees:min_samples_split,classifier:extra_trees:min_weight_fraction_leaf,classifier:extra_trees:n_estimators,classifier:gradient_boosting:learning_rate,classifier:gradient_boosting:loss,classifier:gradient_boosting:max_depth,classifier:gradient_boosting:max_features,classifier:gradient_boosting:max_leaf_nodes,classifier:gradient_boosting:min_samples_leaf,classifier:gradient_boosting:min_samples_split,classifier:gradient_boosting:min_weight_fraction_leaf,classifier:gradient_boosting:n_estimators,classifier:gradient_boosting:subsample,classifier:k_nearest_neighbors:n_neighbors,classifier:k_nearest_neighbors:p,classifier:k_nearest_neighbors:weights,classifier:lda:n_components,classifier:lda:shrinkage,classifier:lda:shrinkage_factor,classifier:lda:tol,classifier:liblinear_svc:C,classifier:liblinear_svc:dual,classifier:liblinear_svc:fit_intercept,classifier:liblinear_svc:intercept_scaling,classifier:liblinear_svc:loss,classifier:liblinear_svc:multi_class,classifier:liblinear_svc:penalty,classifier:liblinear_svc:tol,classifier:libsvm_svc:C,classifier:libsvm_svc:coef0,classifier:libsvm_svc:degree,classifier:libsvm_svc:gamma,classifier:libsvm_svc:kernel,classifier:libsvm_svc:max_iter,classifier:libsvm_svc:shrinking,classifier:libsvm_svc:tol,classifier:multinomial_nb:alpha,classifier:multinomial_nb:fit_prior,classifier:passive_aggressive:C,classifier:passive_aggressive:fit_intercept,classifier:passive_aggressive:loss,classifier:passive_aggressive:n_iter,classifier:proj_logit:max_epochs,classifier:qda:reg_param,classifier:qda:tol,classifier:random_forest:bootstrap,classifier:random_forest:criterion,classifier:random_forest:max_depth,classifier:random_forest:max_features,classifier:random_forest:max_leaf_nodes,classifier:random_forest:min_samples_leaf,classifier:random_forest:min_samples_split,classifier:random_forest:min_weight_fraction_leaf,classifier:random_forest:n_estimators,classifier:sgd:alpha,classifier:sgd:average,classifier:sgd:epsilon,classifier:sgd:eta0,classifier:sgd:fit_intercept,classifier:sgd:l1_ratio,classifier:sgd:learning_rate,classifier:sgd:loss,classifier:sgd:n_iter,classifier:sgd:penalty,classifier:sgd:power_t,imputation:strategy,one_hot_encoding:minimum_fraction,one_hot_encoding:use_minimum_fraction,preprocessor:__choice__,preprocessor:extra_trees_preproc_for_classification:bootstrap,preprocessor:extra_trees_preproc_for_classification:criterion,preprocessor:extra_trees_preproc_for_classification:max_depth,preprocessor:extra_trees_preproc_for_classification:max_features,preprocessor:extra_trees_preproc_for_classification:min_samples_leaf,preprocessor:extra_trees_preproc_for_classification:min_samples_split,preprocessor:extra_trees_preproc_for_classification:min_weight_fraction_leaf,preprocessor:extra_trees_preproc_for_classification:n_estimators,preprocessor:kernel_pca:coef0,preprocessor:kernel_pca:degree,preprocessor:kernel_pca:gamma,preprocessor:kernel_pca:kernel,preprocessor:kernel_pca:n_components,preprocessor:kitchen_sinks:gamma,preprocessor:kitchen_sinks:n_components,preprocessor:liblinear_svc_preprocessor:C,preprocessor:liblinear_svc_preprocessor:dual,preprocessor:liblinear_svc_preprocessor:fit_intercept,preprocessor:liblinear_svc_preprocessor:intercept_scaling,preprocessor:liblinear_svc_preprocessor:loss,preprocessor:liblinear_svc_preprocessor:multi_class,preprocessor:liblinear_svc_preprocessor:penalty,preprocessor:liblinear_svc_preprocessor:tol,preprocessor:nystroem_sampler:coef0,preprocessor:nystroem_sampler:degree,preprocessor:nystroem_sampler:gamma,preprocessor:nystroem_sampler:kernel,preprocessor:nystroem_sampler:n_components,preprocessor:random_trees_embedding:max_depth,preprocessor:random_trees_embedding:max_leaf_nodes,preprocessor:random_trees_embedding:min_samples_leaf,preprocessor:random_trees_embedding:min_samples_split,preprocessor:random_trees_embedding:min_weight_fraction_leaf,preprocessor:random_trees_embedding:n_estimators,preprocessor:select_percentile_classification:percentile,preprocessor:select_percentile_classification:score_func,preprocessor:select_rates:alpha,preprocessor:select_rates:mode,preprocessor:select_rates:score_func,preprocessor:truncatedSVD:target_dim,rescaling:__choice__
12,weighting,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006457276720608601,True,7.981411948612326e-05,0.06366146159723793,True,,invscaling,modified_huber,133,l2,0.19872015454375297,mean,,False,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,27.64686349380502,False,True,1,squared_hinge,ovr,l1,0.001866722820722274,,,,,,,,,,,,,,,,,,normalize
13,none,adaboost,SAMME.R,0.13921281697970783,4,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,False,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
14,weighting,passive_aggressive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036975653885940544,True,hinge,326,,,,,,,,,,,,,,,,,,,,,,,,mean,,False,kitchen_sinks,,,,,,,,,,,,,,0.6227804363658538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,normalize
15,weighting,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1801039413134438,False,True,1,squared_hinge,ovr,l2,0.0022090377635951867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,0.005927790483915612,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standardize
16,none,passive_aggressive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.026962382477094e-05,True,hinge,713,,,,,,,,,,,,,,,,,,,,,,,,mean,,False,nystroem_sampler,,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,4113,,,,,,,,,,,,,normalize
17,none,adaboost,SAMME,0.7276019365854782,8,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,False,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
18,none,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,gini,None,2.0930229314278646,None,9,19,0.0,100,,,,,,,,,,,,median,0.068332896123793,True,extra_trees_preproc_for_classification,False,gini,None,1.0695179329108082,3,5,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
19,weighting,extra_trees,,,,,,,,,,,,,,,False,entropy,None,3.3638389458094244,8,8,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,0.004522367844245967,True,random_trees_embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,None,16,14,1.0,21,,,,,,,min/max
20,none,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039961166337423236,False,0.0017527970920483906,0.060041614581907,True,0.36339240847373755,optimal,modified_huber,939,elasticnet,,most_frequent,,False,select_percentile_classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.84823099284878,chi2,,,,,normalize
21,none,adaboost,SAMME,1.0081104516473922,6,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,False,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,1.1828431725901418,False,True,1,squared_hinge,ovr,l1,0.0022792606924326923,,,,,,,,,,,,,,,,,,min/max
22,none,passive_aggressive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010573693363155704,True,squared_hinge,624,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,False,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,476.5616200935455,False,True,1,squared_hinge,ovr,l1,0.06337755755873832,,,,,,,,,,,,,,,,,,normalize
23,none,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20904.84170425376,False,True,1,squared_hinge,ovr,l2,0.010770255797273235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,0.0011021511091675142,True,extra_trees_preproc_for_classification,True,gini,None,3.5016742504670626,18,6,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standardize
24,none,adaboost,SAMME,1.2306208006800998,6,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,False,extra_trees_preproc_for_classification,True,entropy,None,3.5347851525007146,6,8,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standardize
25,none,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.463799026100898e-06,True,,0.029910496151329364,True,0.5449952152912971,optimal,log,370,elasticnet,,most_frequent,,False,select_percentile_classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.66714456198306,chi2,,,,,normalize
26,none,passive_aggressive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005925241990411457,True,squared_hinge,658,,,,,,,,,,,,,,,,,,,,,,,,median,,False,nystroem_sampler,,,,,,,,,,,,,,,,,,,,,,,,0.892409046448396,5,0.0002497279828192672,poly,309,,,,,,,,,,,,,standardize
27,none,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002011208878338422,False,,0.0812309539678548,True,0.49756924007684844,invscaling,hinge,554,elasticnet,0.2567923580475304,most_frequent,0.0007915092939712602,True,nystroem_sampler,,,,,,,,,,,,,,,,,,,,,,,,-0.6384046151685252,3,0.22795987796995726,poly,3207,,,,,,,,,,,,,none
28,weighting,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07031299826418301,False,True,1,squared_hinge,ovr,l2,0.0007350413240779083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,0.0005163081319274932,True,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,6188.48070221451,False,True,1,squared_hinge,ovr,l1,0.0001527359232995818,,,,,,,,,,,,,,,,,,standardize
29,weighting,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,entropy,None,3.251806081517394,None,3,4,0.0,100,,,,,,,,,,,,median,0.034797974548903515,True,select_rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3720937786542612,fpr,chi2,,min/max
30,weighting,extra_trees,,,,,,,,,,,,,,,False,gini,None,3.9543782679924346,3,11,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,0.005459439218701903,True,select_rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07786241643773945,fwe,chi2,,min/max
31,weighting,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011178533235309191,False,,0.0012464105049571847,True,0.8326438012869949,invscaling,hinge,312,elasticnet,0.1998295884939881,mean,0.07708859693450341,True,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,0.03648623443464943,False,True,1,squared_hinge,ovr,l1,0.01401849574935086,,,,,,,,,,,,,,,,,,min/max
32,weighting,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005401543374603144,False,,0.04377140004056303,True,,optimal,log,943,l2,,mean,0.0007887810786977907,True,select_rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17377268248209546,fwe,chi2,,min/max
33,weighting,passive_aggressive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008490238331450729,True,squared_hinge,526,,,,,,,,,,,,,,,,,,,,,,,,mean,0.00014304348133075724,True,truncatedSVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,normalize
34,weighting,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7706.729146885712,False,True,1,squared_hinge,ovr,l2,0.0011423082967112733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,False,kernel_pca,,,,,,,,,,,0.004581502595708079,rbf,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
35,weighting,adaboost,SAMME,0.7231855089542361,5,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,False,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
36,none,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1041991637,False,True,1,squared_hinge,ovr,l2,0.0008769682090480264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,0.0005906299349754449,True,kitchen_sinks,,,,,,,,,,,,,,0.5976826540225102,9295,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
37,none,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,gini,None,1.0,None,1,2,0.0,100,,,,,,,,,,,,mean,0.01,True,extra_trees_preproc_for_classification,False,gini,None,1.0,1,2,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
38,weighting,extra_trees,,,,,,,,,,,,,,,True,gini,None,1.6767670017706682,1,2,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,0.0008306452347117062,True,extra_trees_preproc_for_classification,False,gini,None,4.071891353915662,8,16,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
39,none,adaboost,SAMME.R,0.010294487787548573,10,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,False,kernel_pca,,,,,,,,,0.10356707689993638,2,0.0055625300454173725,poly,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
40,weighting,extra_trees,,,,,,,,,,,,,,,False,gini,None,4.2768966315736625,3,8,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,False,extra_trees_preproc_for_classification,True,gini,None,4.291605934335991,4,3,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normalize
41,none,extra_trees,,,,,,,,,,,,,,,True,gini,None,1.2471100317214114,17,3,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,0.00025176121677619327,True,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,0.9614074783784105,False,True,1,squared_hinge,ovr,l1,0.005363854364232308,,,,,,,,,,,,,,,,,,normalize
42,weighting,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.173582447138025,False,True,1,squared_hinge,ovr,l2,0.0006685392459187188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,False,nystroem_sampler,,,,,,,,,,,,,,,,,,,,,,,,0.7898652648314515,,0.016614149817836592,sigmoid,6441,,,,,,,,,,,,,standardize
43,weighting,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099.097215335698,0.32850098053260424,3,2.809557625370355,poly,-1,False,0.003213729117706896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,0.0033839910940432396,True,select_rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08594367101091721,fpr,chi2,,min/max
44,weighting,passive_aggressive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.028173060188566,True,hinge,379,,,,,,,,,,,,,,,,,,,,,,,,mean,0.012005319489059727,True,random_trees_embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,None,1,20,1.0,77,,,,,,,standardize
45,weighting,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48891856721697413,False,True,1,squared_hinge,ovr,l2,1.0708907592116248e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,False,select_percentile_classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.31868979050036,chi2,,,,,normalize
46,weighting,passive_aggressive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2533631745318472,True,squared_hinge,630,,,,,,,,,,,,,,,,,,,,,,,,median,,False,kitchen_sinks,,,,,,,,,,,,,,1.5315788120379619,9945,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
47,none,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.445846112636396,False,True,1,squared_hinge,ovr,l2,5.031987397253124e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,0.018681895366958703,True,nystroem_sampler,,,,,,,,,,,,,,,,,,,,,,,,,,0.2781157712712954,rbf,8238,,,,,,,,,,,,,none
