@RELATION auto-sklearn_FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC

@DATA
246,1.0,3.3204194449080857,0.10671641791044777,0.1,0.09179104477611941,0.0045516270692468365,0.04776119402985075,20.9375,0.610816240310669,-0.047836098819971085,-0.9527139663696289,0.2610668907022186,-3.041541809585285,3.041541809585285,4.1588830833596715,7.200424892944957,0.0,10.0,64.0,0.0,1340.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.39875006675720215,-0.011055340792154311,-0.34430035948753357,0.1645227929271571,0.0,0.0,0.0,0.0,0.0
248,1.0,3.3204194449080857,0.10671641791044777,0.1,0.09179104477611941,0.0045516270692468365,0.004477611940298508,223.33333333333334,0.36544975410689196,-0.5030905089347197,-1.0746681690216064,0.4676294160466976,-5.408665423716902,5.4086654237169025,1.791759469228055,7.200424892944957,0.0,10.0,6.0,0.0,1340.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0184334516525269,0.5197598952800035,-0.04600130394101143,0.3348736136999181,0.0,0.0,0.0,0.0,0.0
251,1.0,1.1922028769524387,0.7184801381692574,0.25,0.04058721934369603,0.2776257932684457,0.0051813471502590676,193.0,-0.5320562222466876,-1.0220394674331192,-1.5560725363874968,0.41783278988924893,-5.262690188904886,5.262690188904886,1.791759469228055,7.05444965813294,6.0,4.0,6.0,0.0,1158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2115872967942973,0.9631971886237617,0.6662788182228989,0.2240796920610213,4.0,3.5,3.0,0.5,21.0
252,1.0,3.3204194449080857,0.10671641791044777,0.1,0.09179104477611941,0.0045516270692468365,0.03507462686567164,28.51063829787234,4.770618438720703,0.7140962784314988,-0.9832882881164551,1.3943936618614436,-3.3502772912348986,3.3502772912348986,3.8501476017100584,7.200424892944957,0.0,10.0,47.0,0.0,1340.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.7980905771255493,0.7783318327868635,-0.0011271412950009108,0.4822656107210762,0.0,0.0,0.0,0.0,0.0
253,1.0,1.5444914617609067,0.42249240121580545,0.3333333333333333,0.23302938196555217,0.07774837720399183,0.00911854103343465,109.66666666666667,49.851909184726466,4.003132312924177,-1.9836363636363632,11.02809340187148,-4.697445462097262,4.697445462097262,2.1972245773362196,6.894670039433482,7.0,3.0,9.0,0.0,987.0,0.0,0.0,2.0,0.0,0.0,0.0,3.5,0.2857142857142857,7.200826979224431,1.2527294318515318,-3.2278304349020064,2.073223187193524,4.0,3.142857142857143,2.0,0.989743318610787,22.0
254,1.0,0.9992798259315424,0.5157972079353417,0.5,0.4842027920646583,0.015797207935341673,0.004041146216017634,247.45454545454547,1356.0007352941184,49.287510299968616,-3.0,172.77879400459224,-5.511226910413041,5.511226910413041,3.091042453358316,8.602269363771356,22.0,2.0,22.0,1.0,5444.0,1694.0,1694.0,0.0,0.045454545454545456,0.31116825863335784,0.01414401175606172,0.0,0.0,36.85106152194423,4.026904371046685,-6.063253354325881,5.922920347993706,12.0,5.2727272727272725,1.0,3.1069104528427385,116.0
258,1.0,3.321474284614173,0.10355815188528943,0.1,0.09479553903345725,0.0025027873962715184,0.016994158258098777,58.84375,3761.000244140625,161.2714476384184,-1.6474356651306152,533.1404586870239,-4.0748856258574255,4.0748856258574255,4.1588830833596715,8.233768709217097,0.0,10.0,64.0,0.0,3766.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,61.34329605102539,5.253106635784911,-1.3137593269348145,11.097024246411666,0.0,0.0,0.0,0.0,0.0
260,1.0,0.643088088351669,0.8955549495500409,0.19999999999999998,0.005726752113444232,0.3483324603814115,0.002727024815925825,366.7,3324.62249764855,454.68992363029986,0.7263100147247314,967.0583558725953,-5.90454407507728,5.90454407507728,2.302585092994046,8.207129168071326,0.0,5.0,10.0,0.0,3667.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,56.427040100097656,12.744641607999801,-0.8283303380012512,15.722355526314303,0.0,0.0,0.0,0.0,0.0
261,1.0,0.8812908992306927,0.7,0.5,0.3,0.19999999999999998,0.029850746268656716,33.5,162.50600600600595,10.354305097492695,-1.9956825804610003,25.053525847324956,-3.5115454388310208,3.5115454388310208,2.995732273553991,6.507277712385012,13.0,2.0,20.0,0.0,670.0,0.0,0.0,7.0,0.0,0.0,0.0,1.8571428571428572,0.5384615384615384,12.82598947473472,2.1618277780331216,-4.7759400582543154,2.7457597685356103,10.0,4.153846153846154,2.0,1.9551176964828976,54.0
262,1.0,3.320673045606805,0.10590631364562118,0.1,0.09300746775288526,0.004166063437072527,0.0021724372029871012,460.3125,2.77193021774292,-0.5214903480300173,-1.6819920539855957,1.045955476207864,-6.131905606656949,6.131905606656949,2.772588722239781,8.90449432889673,0.0,10.0,16.0,0.0,7365.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.9717056751251221,-0.033203538157977164,-1.4529900550842285,0.6489360790988995,0.0,0.0,0.0,0.0,0.0
266,1.0,2.8062132858644824,0.15310077519379844,0.14285714285714285,0.1375968992248062,0.0057097483566843936,0.01227390180878553,81.47368421052632,357.4897766113281,40.173612151728975,-1.1978819370269775,94.69604081037329,-4.400280074983232,4.400280074983232,2.9444389791664403,7.344719054149673,0.0,7.0,19.0,0.0,1548.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,17.649829864501953,3.3878342488573656,-0.8537150621414185,4.9198904379525175,0.0,0.0,0.0,0.0,0.0
273,1.0,0.9689823362153731,0.6033084657800843,0.5,0.39669153421991565,0.10330846578008435,0.018488485241647746,54.08771929824562,1761.5592041015625,239.97130367450595,3.908308982849121,329.4159583335034,-3.9906071600516,3.9906071600516,4.04305126783455,8.03365842788615,0.0,2.0,57.0,0.0,3083.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,38.266456604003906,11.191651637094063,1.4901201725006104,7.60813508060711,0.0,0.0,0.0,0.0,0.0
275,1.0,1.4843781286372952,0.5149672591206735,0.3333333333333333,0.24134705332086062,0.12843812920420758,0.02806361085126286,35.63333333333333,2133.0004679457197,303.8404403455457,-1.9999964997024748,725.0456526575853,-3.5732815293628897,3.5732815293628897,4.0943445622221,7.6676260915849905,60.0,3.0,60.0,0.0,2138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.20606527227483,7.86698325070152,-0.3046915370905695,15.618931297586517,5.0,4.75,4.0,0.4330127018922193,285.0
288,1.0,1.5848020546362838,0.3402985074626866,0.3333333333333333,0.328955223880597,0.004979102886844511,0.011940298507462687,83.75,0.1563401222229004,-0.1997902010038545,-0.6491208076477051,0.25231453648471464,-4.427836170705175,4.427836170705175,3.6888794541139363,8.116715624819111,0.0,3.0,40.0,0.0,3350.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.2738155126571655,0.03434438486583531,-0.2536594569683075,0.1211845243800216,0.0,0.0,0.0,0.0,0.0
3043,1.0,0.32322215866592524,0.9410601265822784,0.5,0.05893987341772152,0.44106012658227844,0.011471518987341773,87.17241379310344,416.3357123975682,46.57141260912883,-3.0,84.69777944086748,-4.467887925280274,4.467887925280274,3.367295829986474,7.8351837552667485,22.0,2.0,29.0,7.0,2528.0,2528.0,4109.0,7.0,0.2413793103448276,1.0,0.056048123090353556,3.142857142857143,0.3181818181818182,20.453256767506936,0.8884855226401125,-20.453256767506936,6.7466910388456185,5.0,2.0454545454545454,1.0,0.7056443043754556,45.0
75090,1.0,3.3160845033334043,0.11187607573149742,0.1,0.08734939759036145,0.009001655351019641,0.3373493975903614,2.9642857142857144,2319.00048828125,305.75193850221825,-1.8202139139175415,648.6718011976562,-1.086636097621394,1.086636097621394,6.664409020350408,7.751045117971802,0.0,10.0,784.0,0.0,2324.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,48.176761627197266,9.888953188671211,-0.22106248140335083,14.196927369074427,0.0,0.0,0.0,0.0,0.0
75092,1.0,0.5545962165377367,0.8710337768679631,0.5,0.12896622313203684,0.3710337768679631,0.037871033776867964,26.405405405405407,307.2284240722656,73.19864998910815,-1.4900246858596802,83.82686446959381,-3.2735687393985584,3.2735687393985584,3.6109179126442243,6.884486652042782,0.0,2.0,37.0,0.0,977.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,14.980419158935547,5.603676644531456,-0.4348996579647064,3.8074640237555357,0.0,0.0,0.0,0.0,0.0
75093,1.0,0.7162427436872453,0.8028246263540382,0.5,0.19717537364596188,0.3028246263540381,0.002879473467708762,347.2857142857143,1099.3043212890625,249.4564051387923,3.4006128311157227,295.02090764481534,-5.85014782526081,5.85014782526081,3.044522437723423,8.894670262984233,0.0,2.0,21.0,5.0,7293.0,4.0,20.0,21.0,0.23809523809523808,0.0005484711367064308,0.00013058836588248352,0.0,0.0,25.668903350830078,10.393589082218352,1.923622965812683,6.479379059282948,0.0,0.0,0.0,0.0,0.0
75095,1.0,0.3068064121394236,0.9451125501079247,0.5,0.05488744989207524,0.4451125501079248,0.001541782300339192,648.6,142.87164306640625,56.732766437530515,0.23101377487182617,60.841158367668505,-6.474816193873218,6.474816193873218,1.6094379124341003,8.084254106307318,0.0,2.0,5.0,0.0,3243.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.73403549194336,3.783587571978569,-0.6337890625,3.9197490429056585,0.0,0.0,0.0,0.0,0.0
75096,1.0,1.4163535733392367,0.5011466938087271,0.1,8.73671473315889e-06,0.18237697844994571,1.4561191221931485e-05,68675.7,-1.213754415512085,-1.287594929345358,-1.3617765675644944,0.0728475981738353,-11.137150703849278,11.137150703849278,2.302585092994046,13.439735796843323,0.0,10.0,10.0,0.0,686757.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.00427994504570961,-7.832027404219843e-05,-0.003620391944423318,0.0022037778817060186,0.0,0.0,0.0,0.0,0.0
75097,1.0,0.3199212282946764,0.9418837675350702,0.5,0.05811623246492986,0.44188376753507014,0.00040991073055201313,2439.5555555555557,94.35858422149985,47.38460118592895,-3.0,31.305308342477485,-7.79957115233356,7.79957115233356,2.1972245773362196,9.99679572966978,9.0,2.0,9.0,0.0,21956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81624083962389,6.358745832469365,-3.1681304566091124,2.9932302284077035,6052.0,1497.5555555555557,67.0,2009.193321328024,13478.0
75098,1.0,3.3197854103961744,0.1126865671641791,0.1,0.09057569296375266,0.0054837084214243185,0.01671641791044776,59.82142857142857,46895.00559067776,3321.754834384416,-1.8242482365970214,9602.546445806138,-4.091363934083963,4.0913639340839625,6.664409020350408,10.75577295443437,0.0,10.0,784.0,0.0,46900.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,216.55715942382812,26.23668008433702,-0.23843233287334442,50.12134050316787,0.0,0.0,0.0,0.0,0.0
75099,1.0,0.6287995760693792,0.8422913719943423,0.5,0.15770862800565771,0.34229137199434234,0.01485148514851485,67.33333333333333,110.3196029663086,34.548241959886404,1.2865596159171444,32.193489338333436,-4.209655408733095,4.209655408733095,3.044522437723423,7.254177846456518,0.0,2.0,21.0,0.0,1414.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,8.835220336914062,4.318379805201576,1.1292883157730103,2.07608246912771,0.0,0.0,0.0,0.0,0.0
75100,1.0,0.03977723380434904,0.9957276368491321,0.5,0.004272363150867824,0.4957276368491322,0.009612817089452604,104.02777777777777,2117.5947092545425,597.0928186648691,-1.0345407642029174,587.5714087553689,-4.64465795749521,4.64465795749521,3.58351893845611,8.22817689595132,0.0,2.0,36.0,0.0,3745.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,41.3153076171875,16.64916181895468,-2.661855936050415,12.2395290991363,0.0,0.0,0.0,0.0,0.0
75101,1.0,0.997248526884205,0.5308703991232075,0.5,0.4691296008767924,0.030870399123207576,0.00042621852832831005,2346.214285714286,62.450645446777344,8.002588322591597,-1.8612291482041396,15.030170655784056,-7.760558365926276,7.760558365926276,3.332204510175204,11.09276287610148,0.0,2.0,28.0,0.0,65694.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,5.957284927368164,1.3670649971910669,-0.011266437359154224,1.64295884720638,0.0,0.0,0.0,0.0,0.0
75103,1.0,0.3283908117861098,0.9397615344738206,0.5,0.06023846552617937,0.4397615344738206,0.0223950233281493,44.65277777777778,9640.001953125,424.0866524346493,-1.9745432077749416,1220.0355617614816,-3.7989165176556643,3.7989165176556643,5.375278407684165,9.17419492533983,0.0,2.0,216.0,0.0,9645.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,98.1937026977539,12.303983429429078,-1.1828614473342896,16.561776449036106,0.0,0.0,0.0,0.0,0.0
75105,1.0,0.12798683352157714,0.9823582089552239,0.5,0.01764179104477612,0.48235820895522385,0.006865671641791045,145.65217391304347,33432.35943666859,2310.6015016918236,-3.0,5663.47345945453,-4.9812214088899625,4.9812214088899625,5.438079308923196,10.419300717813158,38.0,2.0,230.0,211.0,33500.0,33500.0,5376290.0,192.0,0.9173913043478261,1.0,0.6977663854639844,0.19791666666666666,5.052631578947368,182.76494065818972,23.566197795561255,-10.478719280974396,36.852591564037375,11788.0,1515.4473684210527,1.0,3262.7369581007038,57587.0
75106,1.0,0.3810029833922618,0.925910447761194,0.5,0.07408955223880596,0.425910447761194,0.006865671641791045,145.65217391304347,33432.35943666859,2310.6015016918236,-3.0,5663.47345945453,-4.9812214088899625,4.9812214088899625,5.438079308923196,10.419300717813158,38.0,2.0,230.0,211.0,33500.0,33500.0,5376290.0,192.0,0.9173913043478261,1.0,0.6977663854639844,0.19791666666666666,5.052631578947368,182.76494065818972,23.566197795561255,-10.478719280974396,36.852591564037375,11788.0,1515.4473684210527,1.0,3262.7369581007038,57587.0
75107,1.0,0.3761992112225832,0.9272238805970149,0.5,0.07277611940298508,0.4272238805970149,0.006865671641791045,145.65217391304347,33432.35943666859,2310.6015016918236,-3.0,5663.47345945453,-4.9812214088899625,4.9812214088899625,5.438079308923196,10.419300717813158,38.0,2.0,230.0,211.0,33500.0,33500.0,5376290.0,192.0,0.9173913043478261,1.0,0.6977663854639844,0.19791666666666666,5.052631578947368,182.76494065818972,23.566197795561255,-10.478719280974396,36.852591564037375,11788.0,1515.4473684210527,1.0,3262.7369581007038,57587.0
75108,1.0,0.6231775037152801,0.8446052929201538,0.5,0.15539470707984618,0.34460529292015385,0.03777425921737163,26.473053892215567,83.43143902997029,4.876166700685993,-1.6297807222763416,14.934807572891117,-3.2761273814094882,3.2761273814094882,5.117993812416755,8.394121193826242,1.0,2.0,167.0,0.0,4421.0,0.0,0.0,166.0,0.0,0.0,0.0,0.006024096385542169,166.0,9.242912908275738,0.9454739796516678,-1.474959990475937,2.0594510673486113,102.0,102.0,102.0,0.0,102.0
75109,1.0,2.19118482218395,0.2950869236583522,0.2,0.09886621315192744,0.08275221199113161,0.004837490551776266,206.71875,174.46511840820312,31.639720857143402,6.980064392089844,33.04146379897355,-5.3313591737493295,5.3313591737493295,3.4657359027997265,8.797095076549056,0.0,5.0,32.0,0.0,6615.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.347331523895264,0.5298522709636018,-1.759262204170227,1.7264856845416394,0.0,0.0,0.0,0.0,0.0
75110,1.0,3.497851695876028,0.159857431641664,0.05555555555555555,0.0009043515267581658,0.052219832375173955,0.0003191828917969997,3133.0,11.298806880265056,3.0282903156414323,-1.9614748037271548,2.519464620205345,-8.049746290952191,8.049746290952191,1.791759469228055,9.841505760180247,6.0,18.0,6.0,0.0,18798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.646752922843149,2.141721906135836,0.19627836425048203,0.6643173883162412,8.0,6.666666666666667,4.0,1.885618083164127,40.0
75112,1.0,0.937154796279555,0.6465003138731952,0.5,0.35349968612680477,0.1465003138731952,0.0007846829880728185,1274.4,16.891637802124023,4.258780169486999,-0.530386209487915,5.366920878293377,-7.150230758595839,7.150230758595839,2.302585092994046,9.452815851589884,0.0,2.0,10.0,0.0,12744.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.389796257019043,0.659515006840229,-1.142451524734497,1.2574602155747112,0.0,0.0,0.0,0.0,0.0
75113,1.0,0.33248660926276347,0.9387247278382581,0.5,0.061275272161741834,0.4387247278382581,0.01119751166407465,89.30555555555556,9640.004252196235,572.2924853050315,-1.9625427588973707,1740.675143510928,-4.49206369821561,4.49206369821561,4.68213122712422,9.17419492533983,0.0,2.0,108.0,0.0,9645.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,98.19371795654297,13.380638468549366,-1.1824332475662231,19.870326929189556,0.0,0.0,0.0,0.0,0.0
75114,1.0,0.770739752552034,0.7741312741312741,0.5,0.22586872586872586,0.27413127413127414,10.555019305019306,0.09474165523548239,1028.5277135503725,44.00912482342632,-1.1468039751052856,107.25931507440733,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.082679748535156,3.8594241057676326,-0.12123765051364899,4.149852847566379,0.0,0.0,0.0,0.0,0.0
75115,1.0,0.4093488423003566,0.917953667953668,0.5,0.08204633204633205,0.41795366795366795,10.555019305019306,0.09474165523548239,1027.2891845703125,43.36857180031748,-0.9648969173431396,102.65266490019134,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.05495071411133,3.85518594297023,-0.08893806487321854,4.03804152572107,0.0,0.0,0.0,0.0,0.0
75116,1.0,0.6618391918500395,0.8281853281853282,0.5,0.1718146718146718,0.3281853281853282,10.555019305019306,0.09474165523548239,1028.6230450575097,42.660544234117076,-0.819603443145752,100.4887444112204,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.08489990234375,3.8471771269753936,-0.0746779814362526,3.980649566028423,0.0,0.0,0.0,0.0,0.0
75117,1.0,0.40258719335453713,0.9198841698841699,0.5,0.08011583011583012,0.4198841698841699,10.555019305019306,0.09474165523548239,1028.8966045626005,40.19232166754635,-0.9697906970977783,93.99838558269113,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.091270446777344,3.755347074178709,-0.017962267622351646,3.828029248102049,0.0,0.0,0.0,0.0,0.0
