idx,imputation:strategy,one_hot_encoding:minimum_fraction,one_hot_encoding:use_minimum_fraction,preprocessor:__choice__,preprocessor:extra_trees_preproc_for_regression:bootstrap,preprocessor:extra_trees_preproc_for_regression:criterion,preprocessor:extra_trees_preproc_for_regression:max_depth,preprocessor:extra_trees_preproc_for_regression:max_features,preprocessor:extra_trees_preproc_for_regression:min_samples_leaf,preprocessor:extra_trees_preproc_for_regression:min_samples_split,preprocessor:extra_trees_preproc_for_regression:min_weight_fraction_leaf,preprocessor:extra_trees_preproc_for_regression:n_estimators,preprocessor:kernel_pca:coef0,preprocessor:kernel_pca:degree,preprocessor:kernel_pca:gamma,preprocessor:kernel_pca:kernel,preprocessor:kernel_pca:n_components,preprocessor:kitchen_sinks:gamma,preprocessor:kitchen_sinks:n_components,preprocessor:nystroem_sampler:coef0,preprocessor:nystroem_sampler:degree,preprocessor:nystroem_sampler:gamma,preprocessor:nystroem_sampler:kernel,preprocessor:nystroem_sampler:n_components,preprocessor:random_trees_embedding:max_depth,preprocessor:random_trees_embedding:max_leaf_nodes,preprocessor:random_trees_embedding:min_samples_leaf,preprocessor:random_trees_embedding:min_samples_split,preprocessor:random_trees_embedding:min_weight_fraction_leaf,preprocessor:random_trees_embedding:n_estimators,preprocessor:truncatedSVD:target_dim,regressor:__choice__,regressor:adaboost:learning_rate,regressor:adaboost:loss,regressor:adaboost:max_depth,regressor:adaboost:n_estimators,regressor:ard_regression:alpha_1,regressor:ard_regression:alpha_2,regressor:ard_regression:fit_intercept,regressor:ard_regression:lambda_1,regressor:ard_regression:lambda_2,regressor:ard_regression:n_iter,regressor:ard_regression:threshold_lambda,regressor:ard_regression:tol,regressor:decision_tree:criterion,regressor:decision_tree:max_depth,regressor:decision_tree:max_features,regressor:decision_tree:max_leaf_nodes,regressor:decision_tree:min_samples_leaf,regressor:decision_tree:min_samples_split,regressor:decision_tree:min_weight_fraction_leaf,regressor:decision_tree:splitter,regressor:extra_trees:bootstrap,regressor:extra_trees:criterion,regressor:extra_trees:max_depth,regressor:extra_trees:max_features,regressor:extra_trees:min_samples_leaf,regressor:extra_trees:min_samples_split,regressor:extra_trees:n_estimators,regressor:gaussian_process:nugget,regressor:gaussian_process:thetaL,regressor:gaussian_process:thetaU,regressor:gradient_boosting:alpha,regressor:gradient_boosting:learning_rate,regressor:gradient_boosting:loss,regressor:gradient_boosting:max_depth,regressor:gradient_boosting:max_features,regressor:gradient_boosting:max_leaf_nodes,regressor:gradient_boosting:min_samples_leaf,regressor:gradient_boosting:min_samples_split,regressor:gradient_boosting:min_weight_fraction_leaf,regressor:gradient_boosting:n_estimators,regressor:gradient_boosting:subsample,regressor:k_nearest_neighbors:n_neighbors,regressor:k_nearest_neighbors:p,regressor:k_nearest_neighbors:weights,regressor:liblinear_svr:C,regressor:liblinear_svr:dual,regressor:liblinear_svr:epsilon,regressor:liblinear_svr:fit_intercept,regressor:liblinear_svr:intercept_scaling,regressor:liblinear_svr:loss,regressor:liblinear_svr:tol,regressor:libsvm_svr:C,regressor:libsvm_svr:coef0,regressor:libsvm_svr:degree,regressor:libsvm_svr:epsilon,regressor:libsvm_svr:gamma,regressor:libsvm_svr:kernel,regressor:libsvm_svr:max_iter,regressor:libsvm_svr:shrinking,regressor:libsvm_svr:tol,regressor:random_forest:bootstrap,regressor:random_forest:criterion,regressor:random_forest:max_depth,regressor:random_forest:max_features,regressor:random_forest:max_leaf_nodes,regressor:random_forest:min_samples_leaf,regressor:random_forest:min_samples_split,regressor:random_forest:min_weight_fraction_leaf,regressor:random_forest:n_estimators,regressor:ridge_regression:alpha,regressor:ridge_regression:fit_intercept,regressor:ridge_regression:tol,regressor:sgd:alpha,regressor:sgd:average,regressor:sgd:epsilon,regressor:sgd:eta0,regressor:sgd:fit_intercept,regressor:sgd:l1_ratio,regressor:sgd:learning_rate,regressor:sgd:loss,regressor:sgd:n_iter,regressor:sgd:penalty,regressor:sgd:power_t,rescaling:__choice__
12,mean,0.004118010423377577,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,mse,None,2.8363054974759287,None,5,3,0.0,100,,,,,,,,,,,,,,,none
13,most_frequent,0.00026575770734568955,True,extra_trees_preproc_for_regression,False,mse,None,2.205333760393658,15,16,0.0,100,,,,,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,mse,None,0.5653908557049732,None,16,16,0.0,100,,,,,,,,,,,,,,,standardize
14,most_frequent,0.05853615410540199,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees,,,,,,,,,,,,,,,,,,,,,True,mse,None,2.766522330597764,4,18,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
15,most_frequent,,False,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees,,,,,,,,,,,,,,,,,,,,,True,mse,None,3.6934646728237084,1,19,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
16,median,0.002143427561846455,True,extra_trees_preproc_for_regression,True,mse,None,4.347325260732746,3,12,0.0,100,,,,,,,,,,,,,,,,,,,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30448271294478385,0.895686458853689,4,0.28977429727272813,0.8634952558838467,poly,-1,False,0.024899956992494608,,,,,,,,,,,,,,,,,,,,,,,,standardize
17,median,0.0045040946844254835,True,extra_trees_preproc_for_regression,True,mse,None,3.6102623472420836,5,20,0.0,100,,,,,,,,,,,,,,,,,,,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7339304064583292,,2,0.13564851491456265,0.26863340177325246,rbf,-1,True,2.9607380915009004e-05,,,,,,,,,,,,,,,,,,,,,,,,none
18,mean,,False,extra_trees_preproc_for_regression,True,mse,None,1.4493048390014285,9,9,0.0,100,,,,,,,,,,,,,,,,,,,,ridge_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010129309097103765,True,2.461628741908241e-05,,,,,,,,,,,,none
19,median,,False,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001519563837833152,True,,0.08808898114963316,True,,invscaling,squared_loss,315,l2,0.07498309681581754,standardize
20,mean,0.006879549767191083,True,extra_trees_preproc_for_regression,False,mse,None,3.9292469386386872,5,17,0.0,100,,,,,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,mse,None,1.3932616424037105,None,14,2,0.0,100,,,,,,,,,,,,,,,none
21,most_frequent,0.0022724706240719486,True,extra_trees_preproc_for_regression,True,mse,None,2.3954454931318767,4,11,0.0,100,,,,,,,,,,,,,,,,,,,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.53257029118527,0.7797129131309484,5,0.015781676227905807,0.2736312631527727,poly,-1,True,0.0016026875280370691,,,,,,,,,,,,,,,,,,,,,,,,standardize
22,most_frequent,,False,nystroem_sampler,,,,,,,,,,,,,,,,,,4.230503814139951,rbf,4020,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.837765185010804e-06,True,0.0049024667855225995,0.08411030990142922,True,5.097720720139073e-07,constant,epsilon_insensitive,711,elasticnet,,min/max
23,mean,0.00948473752262725,True,nystroem_sampler,,,,,,,,,,,,,,,,,,0.019206332605811675,rbf,53,,,,,,,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7125.927878089316,,2,0.1521824597603772,0.026360169953740666,rbf,-1,False,0.03333039885726712,,,,,,,,,,,,,,,,,,,,,,,,standardize
24,median,,False,kernel_pca,,,,,,,,,,,0.19220478851423953,rbf,487,,,,,,,,,,,,,,,ridge_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010522420041539772,True,2.1635276594374536e-05,,,,,,,,,,,,normalize
25,median,0.46945712023462344,True,kernel_pca,,,,,,,,,,,6.233982963947049,rbf,1400,,,,,,,,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.647464520403159e-06,True,0.0007705265204486421,0.06950402910323647,True,0.0015819192961755311,constant,epsilon_insensitive,179,elasticnet,,normalize
26,most_frequent,0.01,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,mse,None,1.0,None,1,2,0.0,100,,,,,,,,,,,,,,,standardize
27,median,,False,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,decision_tree,,,,,,,,,,,,,mse,1.9929888698369211,1.0,None,3,8,0.0,best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standardize
28,most_frequent,,False,kitchen_sinks,,,,,,,,,,,,,,0.6899195250166854,3638,,,,,,,,,,,,,liblinear_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.300387506682195,False,0.030595224729220723,True,1,squared_epsilon_insensitive,1.201326469271566e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
29,mean,0.0005559446202083782,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,mse,None,2.592931727574057,None,2,10,0.0,100,,,,,,,,,,,,,,,none
30,median,0.0008049946998827609,True,kitchen_sinks,,,,,,,,,,,,,,1.8135504473079669,4543,,,,,,,,,,,,,ridge_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016341633194764467,True,0.01010854513165373,,,,,,,,,,,,min/max
31,median,,False,kitchen_sinks,,,,,,,,,,,,,,1.6989313915077366,9060,,,,,,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.209284614648379e-06,True,0.008387656924181195,0.02756993558073238,True,,constant,squared_epsilon_insensitive,769,l2,,min/max
32,mean,,False,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,mse,None,4.235342152589128,None,4,3,0.0,100,,,,,,,,,,,,,,,standardize
33,mean,0.06588990666418214,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,mse,None,4.64312817587696,None,4,16,0.0,100,,,,,,,,,,,,,,,none
34,median,,False,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,mse,None,1.770959889332937,None,2,6,0.0,100,,,,,,,,,,,,,,,none
35,mean,0.01,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,decision_tree,,,,,,,,,,,,,mse,0.5,1.0,None,1,2,0.0,best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
36,mean,0.0023994786419236558,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,decision_tree,,,,,,,,,,,,,mse,1.926017202951233,1.0,None,1,2,0.0,best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
37,median,0.004118010423377577,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,mse,None,2.8363054974759287,None,5,3,0.0,100,,,,,,,,,,,,,,,none
38,median,,False,nystroem_sampler,,,,,,,,,,,,,,,,-0.28725188941646285,,0.0008583749688146566,sigmoid,3887,,,,,,,,ridge_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06866469586672268,True,1.6569649281686186e-05,,,,,,,,,,,,standardize
39,median,,False,kitchen_sinks,,,,,,,,,,,,,,0.6863994469812906,5776,,,,,,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.522914874445429e-05,False,,0.030016048237273864,True,5.623348010918567e-09,constant,squared_loss,306,elasticnet,,min/max
40,most_frequent,0.07882861942785398,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,liblinear_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9210298392615648,False,0.003124961381899488,True,1,squared_epsilon_insensitive,1.4560035005116349e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min/max
41,mean,,False,kitchen_sinks,,,,,,,,,,,,,,0.620187571887624,3028,,,,,,,,,,,,,ridge_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021734462607454676,True,2.7960144386696057e-05,,,,,,,,,,,,standardize
42,median,,False,random_trees_embedding,,,,,,,,,,,,,,,,,,,,,5,None,2,8,1.0,99,,ridge_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.144233734895743,True,0.05071592767365497,,,,,,,,,,,,standardize
43,most_frequent,,False,nystroem_sampler,,,,,,,,,,,,,,,,,,1.1462353774599199,rbf,56,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.743394673354396e-06,True,0.00847857431871685,0.09971388475732029,True,0.00033284954626829543,optimal,huber,46,elasticnet,,normalize
44,median,0.0968556998482573,True,random_trees_embedding,,,,,,,,,,,,,,,,,,,,,2,None,8,4,1.0,30,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0641375748610752,,,0.23204376605619673,,linear,-1,True,0.008566344762428551,,,,,,,,,,,,,,,,,,,,,,,,standardize
45,most_frequent,0.005607066924937062,True,extra_trees_preproc_for_regression,True,mse,None,2.6112604563622552,12,15,0.0,100,,,,,,,,,,,,,,,,,,,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.045789159051221,,5,0.004784503543114743,4.627298382526854,rbf,-1,False,2.8494792916708405e-05,,,,,,,,,,,,,,,,,,,,,,,,min/max
46,median,,False,extra_trees_preproc_for_regression,True,mse,None,0.993528657198836,10,20,0.0,100,,,,,,,,,,,,,,,,,,,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933.5929428405466,,2,0.015939473931353206,0.7858707127149234,rbf,-1,False,0.0037322094857651553,,,,,,,,,,,,,,,,,,,,,,,,min/max
47,most_frequent,0.0014457709291250823,True,kernel_pca,,,,,,,,,-0.01416546049641254,3,0.23060510905667822,poly,1413,,,,,,,,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017837392449809443,True,0.00345075877020118,0.09774090746458727,True,,optimal,epsilon_insensitive,195,l2,,none
48,median,,False,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.683440436880492,,4,0.008766678436592141,0.10578131451502429,rbf,-1,False,0.08678739387617436,,,,,,,,,,,,,,,,,,,,,,,,none
49,mean,,False,nystroem_sampler,,,,,,,,,,,,,,,,0.5828695478528918,,1.2846036338050844,sigmoid,355,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.793413587557181e-06,False,2.7540645871255865e-05,0.006462379282943462,True,,optimal,huber,325,l1,,min/max
50,mean,0.08562251742396482,True,nystroem_sampler,,,,,,,,,,,,,,,,,,3.5905557599097153,rbf,74,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.052990481379682e-06,False,2.2842654098672913e-05,0.09620557628291702,True,0.012660036055398494,optimal,huber,209,elasticnet,,none
51,median,0.00548806117992972,True,nystroem_sampler,,,,,,,,,,,,,,,,,,3.0972538714361577,rbf,5291,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6864007905723228e-06,True,0.006559405529560316,0.07194784725205487,True,,constant,squared_epsilon_insensitive,89,l2,,min/max
52,mean,,False,nystroem_sampler,,,,,,,,,,,,,,,,0.1566448365058719,5,0.7004476388937543,poly,956,,,,,,,,ridge_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02849145741142527,True,0.001397013116831936,,,,,,,,,,,,min/max
53,median,0.0005361882641678341,True,kitchen_sinks,,,,,,,,,,,,,,1.9516292646600342,5226,,,,,,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.844327967977615e-05,True,0.010965543419019197,0.02393286766186689,True,,constant,squared_epsilon_insensitive,502,l2,,min/max
54,mean,0.007129891763108858,True,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.52007103508296,,2,0.0014545049235116735,0.8961440468564937,rbf,-1,False,0.005206529915661272,,,,,,,,,,,,,,,,,,,,,,,,min/max
55,median,,False,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,mse,None,3.8792789945671258,None,10,18,0.0,100,,,,,,,,,,,,,,,min/max
