@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE precision_micro NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
satimage,1.0,96,0.08297972654408303,ok
pbcseq,1.0,98,0.15756630265210614,ok
bachchoralharmony,1.0,102,0.8801498127340824,ok
compas-two-years,1.0,105,0.3291211947156807,ok
volcanoes-b6,1.0,108,0.031119090365050894,ok
philippine,1.0,111,0.16943866943866948,ok
irish,1.0,113,0.0,ok
monks-problems-1,1.0,115,0.0,ok
porto-seguro,1.0,116,0.03627449482992995,ok
arsenic-female-lung,1.0,120,0.016304347826086918,ok
autouniv-au7-1100,1.0,126,0.5371900826446281,ok
steel-plates-fault,1.0,127,0.0,ok
speeddating,1.0,130,0.12590448625180894,ok
devnagari-script,1.0,135,0.07167325428194993,ok
fars,1.0,139,0.20255709955280776,ok
wdbc,1.0,141,0.021390374331550777,ok
hiva_agnostic,1.0,144,0.03082437275985661,ok
rmftsa_ladata,1.0,146,0.10179640718562877,ok
banknote-authentication,1.0,148,0.0022123893805309214,ok
visualizing_soil,1.0,149,0.00070150824272186,ok
wine-quality-white,1.0,151,0.32178217821782173,ok
analcatdata_dmft,1.0,152,0.7946768060836502,ok
ova_colon,1.0,154,0.03339882121807469,ok
volcanoes-e1,1.0,159,0.07435897435897432,ok
cpu_small,1.0,160,0.07695153533111354,ok
gametes_heterogeneity_20atts_1600_het_0.4_0.2_75_edm-2_001,1.0,164,0.26515151515151514,ok
dresses-sales,1.0,168,0.36969696969696975,ok
tokyo1,1.0,174,0.07278481012658233,ok
parity5_plus_5,1.0,176,0.0,ok
delta_ailerons,1.0,178,0.05909863945578231,ok
gametes_heterogeneity_20atts_1600_het_0.4_0.2_50_edm-2_001,1.0,180,0.28787878787878785,ok
mammography,1.0,183,0.012195121951219523,ok
first-order-theorem-proving,1.0,186,0.40832507433102083,ok
pol,1.0,187,0.012727272727272698,ok
one-hundred-plants-margin,1.0,192,0.17234848484848486,ok
volcanoes-a2,1.0,194,0.1065420560747663,ok
kdd_el_nino-small,1.0,199,0.050387596899224785,ok
kc2,1.0,201,0.16860465116279066,ok
fri_c3_1000_10,1.0,204,0.07272727272727275,ok
house_16h,1.0,208,0.11665336525671721,ok
ozone-level-8hr,1.0,210,0.05143540669856461,ok
analcatdata_supreme,1.0,212,0.00972326103216159,ok
meta,1.0,217,0.08045977011494254,ok
kdd98,1.0,220,0.11548372846414368,ok
cmc,1.0,224,0.43827160493827155,ok
delta_elevators,1.0,225,0.11815286624203825,ok
kropt,1.0,226,0.11665586519766691,ok
mnist_784,1.0,229,0.016580086580086584,ok
arsenic-male-bladder,1.0,231,0.021739130434782594,ok
letter,1.0,234,0.030303030303030276,ok
mc1,1.0,237,0.006083893691962827,ok
ova_prostate,1.0,238,0.0019646365422396617,ok
volcanoes-b2,1.0,243,0.030113636363636398,ok
hypothyroid,1.0,245,0.002411575562700996,ok
autouniv-au7-700,1.0,247,0.48051948051948057,ok
ova_lung,1.0,250,0.013752455795677854,ok
pokerhand,1.0,251,0.002437544767501354,ok
quake,1.0,257,0.44707520891364905,ok
stock,1.0,258,0.028753993610223683,ok
fri_c2_1000_25,1.0,262,0.0696969696969697,ok
fried,1.0,263,0.06623058053965658,ok
volcanoes-a4,1.0,266,0.09819639278557113,ok
no2,1.0,269,0.33333333333333337,ok
space_ga,1.0,271,0.1687804878048781,ok
led-display-domain-7digit,1.0,273,0.23636363636363633,ok
pc1,1.0,275,0.07123287671232881,ok
fri_c0_500_5,1.0,279,0.07878787878787874,ok
ova_breast,1.0,281,0.023575638506876273,ok
mozilla4,1.0,284,0.04230844219146035,ok
churn,1.0,286,0.036363636363636376,ok
rl,1.0,292,0.06822348740712147,ok
volcanoes-a3,1.0,295,0.08782435129740518,ok
profb,1.0,297,0.27601809954751133,ok
bank32nh,1.0,301,0.17166111727709954,ok
cylinder-bands,1.0,304,0.1460674157303371,ok
madelon,1.0,308,0.10256410256410253,ok
musk,1.0,312,0.0,ok
monks-problems-3,1.0,313,0.005494505494505475,ok
gtsrb-hog02,1.0,317,0.0028644919911142708,ok
boston_corrected,1.0,320,0.08433734939759041,ok
skin-segmentation,1.0,325,0.0003215115991492823,ok
balance-scale,1.0,327,0.0,ok
traffic_violations,1.0,330,0.20657418576598308,ok
wilt,1.0,332,0.01566416040100249,ok
pc3,1.0,334,0.10097087378640779,ok
japanesevowels,1.0,338,0.009126863401277774,ok
volcanoes-b1,1.0,341,0.03126861226920785,ok
fri_c1_1000_50,1.0,344,0.0636363636363636,ok
splice,1.0,347,0.03136882129277563,ok
optdigits,1.0,348,0.007011866235167252,ok
gtsrb-huehist,1.0,352,0.19233017654624107,ok
amazon-commerce-reviews,1.0,355,0.15959595959595962,ok
gametes_epistasis_2-way_20atts_0.1h_edm-1_1,1.0,360,0.31818181818181823,ok
water-treatment,1.0,362,0.0,ok
breast-w,1.0,365,0.034782608695652195,ok
yeast,1.0,366,0.39059304703476483,ok
gametes_epistasis_2-way_20atts_0.4h_edm-1_1,1.0,370,0.22916666666666663,ok
fri_c2_500_50,1.0,373,0.042424242424242475,ok
micro-mass,1.0,376,0.07446808510638303,ok
indian_pines,1.0,381,0.0553529996685449,ok
miceprotein,1.0,382,0.0,ok
diabetes,1.0,385,0.23320158102766797,ok
collins,1.0,386,0.7121212121212122,ok
internet-advertisements,1.0,388,0.021256931608133134,ok
ova_endometrium,1.0,393,0.037328094302554016,ok
phishingwebsites,1.0,395,0.02412280701754388,ok
walking-activity,1.0,399,0.3382779683029282,ok
baseball,1.0,400,0.05429864253393668,ok
page-blocks,1.0,401,0.028239202657807327,ok
houses,1.0,403,0.01732491557774185,ok
waveform-5000,1.0,406,0.13454545454545452,ok
electricity,1.0,408,0.0752407704654896,ok
gtsrb-hog01,1.0,413,0.006722787326084445,ok
puma32h,1.0,415,0.08990011098779138,ok
bioresponse,1.0,419,0.2134195634599838,ok
spoken-arabic-digit,1.0,420,0.7969703248382716,ok
fri_c4_500_100,1.0,423,0.09090909090909094,ok
ova_kidney,1.0,426,0.00982318271119842,ok
ldpa,1.0,431,0.005643071154164292,ok
synthetic_control,1.0,433,0.02020202020202022,ok
pm10,1.0,435,0.36969696969696975,ok
ailerons,1.0,437,0.1124090808904562,ok
sensory,1.0,441,0.30000000000000004,ok
usps,1.0,446,0.03389830508474578,ok
kdd_internet_usage,1.0,449,0.09835082458770616,ok
kin8nm,1.0,451,0.09396966333703294,ok
dna,1.0,454,0.039010466222645146,ok
gametes_epistasis_3-way_20atts_0.2h_edm-1_1,1.0,458,0.3295454545454546,ok
volcanoes-d4,1.0,461,0.05604203152364273,ok
fri_c0_1000_5,1.0,463,0.0636363636363636,ok
gesturephasesegmentationprocessed,1.0,467,0.29742173112338854,ok
ova_ovary,1.0,469,0.035363457760314354,ok
qsar-biodeg,1.0,473,0.12356321839080464,ok
mv,1.0,476,0.0009663272132609535,ok
wall-robot-navigation,1.0,479,0.0011111111111110628,ok
eucalyptus,1.0,481,0.30578512396694213,ok
pendigits,1.0,482,0.0030328094844224163,ok
har,1.0,484,0.008828722778104758,ok
soybean,1.0,487,0.053333333333333344,ok
puma8nh,1.0,490,0.1620421753607103,ok
kr-vs-k,1.0,492,0.18654136962626922,ok
ilpd,1.0,495,0.28125,ok
pc2,1.0,499,0.00379609544468551,ok
eating,1.0,503,0.31189710610932475,ok
eeg-eye-state,1.0,505,0.02387214242362934,ok
artificial-characters,1.0,510,0.1334915455354494,ok
climate-model-simulation-crashes,1.0,511,0.0337078651685393,ok
volcanoes-d1,1.0,516,0.061634349030470936,ok
cpu_act,1.0,519,0.06363300036995934,ok
wind,1.0,523,0.12540341171046565,ok
fri_c3_500_10,1.0,527,0.09090909090909094,ok
socmob,1.0,528,0.04986876640419946,ok
oil_spill,1.0,530,0.029126213592232997,ok
mushroom,1.0,534,0.0,ok
jm1,1.0,536,0.16842984409799555,ok
analcatdata_authorship,1.0,540,0.0,ok
vowel,1.0,542,0.0030674846625766694,ok
gametes_epistasis_2-way_1000atts_0.4h_edm-1_edm-1_1,1.0,545,0.5132575757575757,ok
spambase,1.0,548,0.040843214756258184,ok
colleges_aaup,1.0,549,0.010443864229765065,ok
tic-tac-toe,1.0,554,0.0,ok
texture,1.0,556,0.017079889807162574,ok
