@RELATION auto-sklearn_FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC

@DATA
75176,1.0,0.9850863080376989,0.5717694699544436,0.5,0.42823053004555645,0.07176946995444355,0.0005784944681466483,1728.625,77.26595306396484,18.046093487516313,-1.0943617820739746,24.42678352398469,0.5901360488180554,-7.455081573784822,7.455081573784822,2.0794415416798357,9.534523115464658,0.0,2.0,8.0,0.0,13829.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.890029430389404,2.295657095964998,0.06147242709994316,1.626510308657282,0.0,0.0,0.0,0.0,0.0
2117,1.0,0.7910540857685922,0.7623834988540871,0.5,0.2376165011459129,0.26238349885408707,0.000427807486631016,2337.5,1631.2506115272881,64.66939074792504,-1.9736172744130849,244.1179407963348,0.7623834988540871,-7.7568372611628424,7.7568372611628424,2.6390573296152584,10.3958945907781,0.0,2.0,14.0,3.0,32725.0,2361.0,4259.0,14.0,0.21428571428571427,0.07214667685255921,0.009296082069191313,0.0,0.0,40.41349541338,4.914269627287658,-4.3102569999668505,6.5129530554473005,0.0,0.0,0.0,0.0,0.0
75148,1.0,0.9999573982604353,0.5038424591738713,0.5,0.49615754082612873,0.003842459173871271,0.002881844380403458,347.0,11.545633316040039,2.4406032164891562,0.2481217384338379,4.075674000778906,0.5427538738240177,-5.849324779946859,5.849324779946859,1.791759469228055,7.641084249174914,0.0,2.0,6.0,0.0,2082.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5907859802246094,-0.0036333600680033364,-1.272517204284668,0.7179506662559559,0.0,0.0,0.0,0.0,0.0
75103,1.0,0.3283908117861098,0.9397615344738206,0.5,0.06023846552617937,0.4397615344738206,0.0223950233281493,44.65277777777778,9640.001953125,424.0866524346493,-1.9745432077749416,1220.0355617614816,0.9397615344738206,-3.7989165176556643,3.7989165176556643,5.375278407684165,9.17419492533983,0.0,2.0,216.0,0.0,9645.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,98.1937026977539,12.303983429429078,-1.1828614473342896,16.561776449036106,0.0,0.0,0.0,0.0,0.0
75168,1.0,2.5971269166623667,0.4117063492063492,0.07692307692307691,0.005952380952380952,0.11323613806715749,2.863095238095238,0.3492723492723493,43.021280413343156,0.7019049463666879,-3.0,5.372616634624757,?,1.0519032907025023,-1.051903290702502,7.9676267393338165,6.915723448631314,0.0,13.0,2886.0,0.0,1008.0,0.0,0.0,2886.0,0.0,0.0,0.0,0.0,0.0,6.709789752960205,1.0550126182512896,-1.1547009944915771,1.2578282060281707,0.0,0.0,0.0,0.0,0.0
75157,1.0,0.9915354501600642,0.5541095890410959,0.5,0.4458904109589041,0.05410958904109589,0.002054794520547945,486.6666666666667,11.286622047424316,3.2230947812398276,-0.8405795097351074,5.70183434048272,0.5486301369863014,-6.187579426034272,6.187579426034272,1.0986122886681098,7.286191714702382,0.0,2.0,3.0,0.0,1460.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.3211071491241455,0.8455618818600973,-0.8466188311576843,1.7893630114868855,0.0,0.0,0.0,0.0,0.0
75092,1.0,0.5545962165377367,0.8710337768679631,0.5,0.12896622313203684,0.3710337768679631,0.037871033776867964,26.405405405405407,307.2284240722656,73.19864998910815,-1.4900246858596802,83.82686446959381,0.8710727367870226,-3.2735687393985584,3.2735687393985584,3.6109179126442243,6.884486652042782,0.0,2.0,37.0,0.0,977.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,14.980419158935547,5.603676644531456,-0.4348996579647064,3.8074640237555357,0.0,0.0,0.0,0.0,0.0
75213,1.0,0.7589877064823829,0.7806451612903226,0.5,0.21935483870967742,0.2806451612903226,0.0064516129032258064,155.0,34.61578619075551,11.285726905167703,-1.9985009993337775,5.850775584316328,0.7716129032258064,-5.043425116919247,5.043425116919247,1.6094379124341003,6.652863029353347,0.0,2.0,5.0,0.0,775.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.170062934854295,3.4098735883140034,-0.06454972243679022,1.1853251876450355,0.0,0.0,0.0,0.0,0.0
75236,1.0,3.3208751934243548,0.10486891385767791,0.1,0.09363295880149813,0.003810297743328803,0.2397003745318352,4.171875,22.422517776489258,-0.9225467168815645,-1.9997756481170654,1.9352856443240884,0.1254574174016059,-1.4283655750405777,1.4283655750405777,5.545177444479562,6.97354301952014,0.0,10.0,256.0,0.0,1068.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,4.94191312789917,0.8186543448100565,-0.6194983720779419,0.6381679017395948,0.0,0.0,0.0,0.0,0.0
75119,1.0,0.2872164550638234,0.9498069498069498,0.5,0.05019305019305019,0.4498069498069498,10.555019305019306,0.09474165523548239,1029.621339946098,40.8427165357456,-1.083134412765503,94.24542531167924,0.9498002601263471,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.10829544067383,3.77395517801211,0.020603761076927185,3.8745920857898524,0.0,0.0,0.0,0.0,0.0
75227,1.0,0.873631974909991,0.7061585197459266,0.5,0.2938414802540735,0.20615851974592656,0.0013808340237503453,724.2,1.862039566040039,0.37711377143859864,-0.8549058437347412,1.153254282541977,0.7555888740712516,-6.585067597331541,6.585067597331541,1.6094379124341003,8.19450550976564,0.0,2.0,5.0,0.0,3621.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5054222345352173,0.8028857320547104,0.2322232574224472,0.49455311661076773,0.0,0.0,0.0,0.0,0.0
75141,1.0,0.97318555539627,0.5961012934960831,0.5,0.4038987065039169,0.0961012934960831,0.0014574603752960467,686.125,5.994620323181152,0.5273152384811959,-1.3756378144786194,2.9130838192894433,0.5960984835276869,-6.531059826870053,6.531059826870053,2.0794415416798357,8.610501368549889,0.0,2.0,8.0,0.0,5489.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0594398975372314,0.4553816455008928,-0.365326851606369,0.9023827579789405,0.0,0.0,0.0,0.0,0.0
75188,1.0,3.7040485807132226,0.22179732313575526,0.05,0.0028680688336520078,0.051511009520961056,8.08795411089866,0.12364066193853428,518.2246363009797,0.6800600766364016,-3.0,10.399971184551825,?,2.0903758079754007,-2.0903758079754007,9.04310445260027,6.952728644624869,0.0,20.0,8460.0,0.0,1046.0,0.0,0.0,8460.0,0.0,0.0,0.0,0.0,0.0,21.938499450683594,0.9602219964278502,-2.2677862644195557,1.32385284460074,0.0,0.0,0.0,0.0,0.0
75159,1.0,0.350281319372548,0.9341397849462365,0.5,0.06586021505376344,0.4341397849462365,0.028225806451612902,35.42857142857143,309.0284290245896,108.70229333919988,16.495935440063477,75.93328046148952,0.932768002902231,-3.567518597109669,3.567518597109669,3.044522437723423,6.612041034833092,0.0,2.0,21.0,0.0,744.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,16.51218032836914,8.197202500842867,2.521083116531372,3.4214178774225745,0.0,0.0,0.0,0.0,0.0
75192,1.0,0.9999816713531784,0.5025203567274137,0.5,0.49747964327258626,0.002520356727413714,0.0019387359441644049,515.8,0.18548321723937988,-0.10062079429626465,-0.35466694831848145,0.17686474358097606,0.48739294046812676,-6.245719093447244,6.245719093447244,1.6094379124341003,7.8551570058813445,0.0,2.0,5.0,0.0,2579.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.15023674070835114,0.037916721682995556,-0.16229106485843658,0.11361858327370701,0.0,0.0,0.0,0.0,0.0
262,1.0,3.320673045606805,0.10590631364562118,0.1,0.09300746775288526,0.004166063437072527,0.0021724372029871012,460.3125,2.77193021774292,-0.5214903480300173,-1.6819920539855957,1.045955476207864,0.19619823489477256,-6.131905606656949,6.131905606656949,2.772588722239781,8.90449432889673,0.0,10.0,16.0,0.0,7365.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.9717056751251221,-0.033203538157977164,-1.4529900550842285,0.6489360790988995,0.0,0.0,0.0,0.0,0.0
233,1.0,0.9992728962127292,0.5158730158730159,0.5,0.48412698412698413,0.0158730158730159,0.01680672268907563,59.5,2137.0004670714625,77.70423915330564,-1.9769886363636362,348.65018946842576,0.5125699845326014,-4.085976312551584,4.085976312551584,3.58351893845611,7.669495251007694,0.0,2.0,36.0,0.0,2142.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,46.24932936888342,0.05786334297491162,-46.24932936888342,8.927535549458508,0.0,0.0,0.0,0.0,0.0
75177,1.0,0.32322215866592524,0.9410601265822784,0.5,0.05893987341772152,0.44106012658227844,0.011471518987341773,87.17241379310344,416.33571239756776,48.55426911349397,-1.8630239850439798,85.78133642035947,0.9410589754627636,-4.467887925280274,4.467887925280274,3.367295829986474,7.8351837552667485,0.0,2.0,29.0,7.0,2528.0,2528.0,4109.0,29.0,0.2413793103448276,1.0,0.056048123090353556,0.0,0.0,20.453256767506915,0.924024943545717,-20.453256767506915,6.877914964666936,0.0,0.0,0.0,0.0,0.0
261,1.0,0.8812908992306927,0.7,0.5,0.3,0.19999999999999998,0.029850746268656716,33.5,162.50600600600603,10.354305097492697,-1.9956825804610003,25.053525847324966,0.7,-3.5115454388310208,3.5115454388310208,2.995732273553991,6.507277712385012,0.0,2.0,20.0,0.0,670.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12.825989474734724,2.1618277780331216,-4.775940058254311,2.7457597685356108,0.0,0.0,0.0,0.0,0.0
2120,1.0,2.484414522365837,0.2364817823160826,0.16666666666666666,0.10164771408679509,0.06161590379832766,0.008354606637270829,119.69444444444444,1.3040542602539062,-0.13356557157304552,-0.9316062927246094,0.8491372553780737,0.4239986957377031,-4.784942199159728,4.784942199159728,3.58351893845611,8.368461137615839,0.0,6.0,36.0,0.0,4309.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.9143713712692261,0.0395210435316484,-0.6933404803276062,0.5607229881852779,0.0,0.0,0.0,0.0,0.0
75132,1.0,0.2627340087596361,0.9554600022741282,0.5,0.0445399977258718,0.4554600022741282,8.976821845993644e-06,111398.0,552221.3291513007,61369.394349543676,-1.0776849799907529,173542.3666199394,0.9554600024827821,-11.620864652992793,11.620864652992793,2.1972245773362196,13.818089230329013,0.0,2.0,9.0,0.0,1002582.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,699.8046264648438,79.65387922028701,-0.8783500790596008,219.26970861919327,0.0,0.0,0.0,0.0,0.0
75212,1.0,0.9954890573504592,0.5395189003436426,0.5,0.46048109965635736,0.03951890034364261,0.037800687285223365,26.454545454545453,92.01041666666673,27.700775408401892,-1.66405529953917,26.75472300537925,0.5326502463054188,-3.275427994373122,3.2754279943731217,3.4965075614664802,6.771935555839602,0.0,2.0,33.0,30.0,873.0,764.0,5310.0,33.0,0.9090909090909091,0.8751431844215349,0.18431740081224618,0.0,0.0,9.695896898516741,4.176834828441457,-0.6129298129691936,3.026336235399657,0.0,0.0,0.0,0.0,0.0
75233,1.0,0.8824680010722367,0.6990344325013663,0.5,0.3009655674986336,0.19903443250136635,0.0038258334851521223,261.3809523809524,619.9618265719739,76.9042121753925,1.1050496101379395,139.01256776590665,0.6990369495876317,-5.565978930826466,5.565978930826466,3.044522437723423,8.610501368549889,0.0,2.0,21.0,0.0,5489.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,21.77604866027832,5.3457508484522505,-0.7721167802810669,4.832918145056104,0.0,0.0,0.0,0.0,0.0
260,1.0,0.643088088351669,0.8955549495500409,0.19999999999999998,0.005726752113444232,0.3483324603814115,0.002727024815925825,366.7,3324.62249764855,454.68992363029986,0.7263100147247314,967.0583558725953,0.8955459070446935,-5.90454407507728,5.90454407507728,2.302585092994046,8.207129168071326,0.0,5.0,10.0,0.0,3667.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,56.427040100097656,12.744641607999801,-0.8283303380012512,15.722355526314303,0.0,0.0,0.0,0.0,0.0
75153,1.0,0.9996722349091195,0.5106576789943523,0.5,0.4893423210056477,0.010657678994352326,0.005829841501184187,171.53125,-1.166994333267212,-1.1966125443577766,-1.2248785495758057,0.015814908209271714,0.5106591415899963,-5.1447654657501625,5.1447654657501625,3.4657359027997265,8.610501368549889,0.0,2.0,32.0,0.0,5489.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.04202616587281227,0.0009222433636750793,-0.02785256691277027,0.015949568520565133,0.0,0.0,0.0,0.0,0.0
75127,1.0,0.9913110427624983,0.5548207323451038,0.5,0.4451792676548963,0.054820732345103734,1.9369816844546153e-05,51626.71428571428,90.3885318277492,39.02484445383538,-1.6923745087227344,27.521429531527858,0.5548207441622399,-10.85179453621495,10.85179453621495,1.9459101490553132,12.797704685270263,0.0,2.0,7.0,0.0,361387.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.611895329629283,5.874652998287848,0.07318956709028182,2.542301377077304,0.0,0.0,0.0,0.0,0.0
75171,1.0,0.9999971030317016,0.501002004008016,0.5,0.49899799599198397,0.0010020040080160053,0.0014574603752960467,686.125,-1.1829525232315063,-1.196894571185112,-1.212108850479126,0.008263880029020867,0.5010012403425138,-6.531059826870053,6.531059826870053,2.0794415416798357,8.610501368549889,0.0,2.0,8.0,0.0,5489.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04570005461573601,-0.0064552060212008655,-0.031133590266108513,0.021604194896195243,0.0,0.0,0.0,0.0,0.0
75232,1.0,0.9201702027239149,0.6647807637906648,0.5,0.3352192362093352,0.16478076379066478,0.05799151343705799,17.24390243902439,585.4510498046875,41.48030315044416,-0.2529125213623047,95.17568446650067,0.7085006492857856,-2.847458599192265,2.8474585991922647,3.713572066704308,6.561030665896573,0.0,2.0,41.0,0.0,707.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,23.23834228515625,3.832647103316537,-1.5003634691238403,4.508387764393873,0.0,0.0,0.0,0.0,0.0
75235,1.0,1.7067919449664923,0.4105579868708972,0.25,0.05579868708971553,0.1492903085996621,0.006564551422319475,152.33333333333334,13.76956558227539,2.346758103856697,-1.6145207422400454,4.524616106763882,0.4018064183355386,-5.026071102226095,5.026071102226095,3.1780538303479458,8.204124932574041,0.0,4.0,24.0,0.0,3656.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,3.779214382171631,1.515954251983203,0.004355928860604763,1.0657977665170062,0.0,0.0,0.0,0.0,0.0
75097,1.0,0.3199212282946764,0.9418837675350702,0.5,0.05811623246492986,0.44188376753507014,0.00040991073055201313,2439.5555555555557,94.3585842214999,47.815238802902705,-1.8621115925474223,31.08883459230814,0.9418838790554782,-7.79957115233356,7.79957115233356,2.1972245773362196,9.99679572966978,0.0,2.0,9.0,0.0,21956.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.81624083962389,6.413094087447737,-3.168130456609113,2.9474502588585967,0.0,0.0,0.0,0.0,0.0
288,1.0,1.5848020546362838,0.3402985074626866,0.3333333333333333,0.328955223880597,0.004979102886844511,0.011940298507462687,83.75,0.1563401222229004,-0.1997902010038545,-0.6491208076477051,0.25231453648471464,0.5247761194029851,-4.427836170705175,4.427836170705175,3.6888794541139363,8.116715624819111,0.0,3.0,40.0,0.0,3350.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.2738155126571655,0.03434438486583531,-0.2536594569683075,0.1211845243800216,0.0,0.0,0.0,0.0,0.0
75112,1.0,0.937154796279555,0.6465003138731952,0.5,0.35349968612680477,0.1465003138731952,0.0007846829880728185,1274.4,16.891637802124023,4.258780169486999,-0.530386209487915,5.366920878293377,0.7150030516476742,-7.150230758595839,7.150230758595839,2.302585092994046,9.452815851589884,0.0,2.0,10.0,0.0,12744.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.389796257019043,0.659515006840229,-1.142451524734497,1.2574602155747112,0.0,0.0,0.0,0.0,0.0
75179,1.0,0.9006826145372102,0.6833667334669339,0.5,0.3166332665330661,0.18336673346693388,0.005829841501184187,171.53125,9.644611358642578,0.9240010939611876,-1.3117843866348267,3.3256971177392383,0.6835506008272272,-5.1447654657501625,5.1447654657501625,3.4657359027997265,8.610501368549889,0.0,2.0,32.0,0.0,5489.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.2950119972229004,0.6224293509967538,-0.024041127413511276,0.8910277524767247,0.0,0.0,0.0,0.0,0.0
75243,1.0,1.7118844784475225,0.33529140750979036,0.25,0.024648698456576825,0.13045500689907696,0.0009214466712739,1085.25,0.37898291200086387,-0.9656219973073414,-1.9999312246360998,0.7132002663612023,0.32239141854301473,-6.989565654179703,6.989565654179703,2.0794415416798357,9.06900719585954,0.0,4.0,8.0,0.0,8682.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.542395186714761,0.934255222582013,-0.008293091335592554,0.4019268363407594,0.0,0.0,0.0,0.0,0.0
75114,1.0,0.770739752552034,0.7741312741312741,0.5,0.22586872586872586,0.27413127413127414,10.555019305019306,0.09474165523548239,1028.5277135503725,44.00912482342632,-1.1468039751052856,107.25931507440733,0.7741592344853214,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.082679748535156,3.8594241057676326,-0.12123765051364899,4.149852847566379,0.0,0.0,0.0,0.0,0.0
75134,1.0,2.7114014307963017,0.330617344305929,0.09090909090909091,0.008419565984953421,0.09803422347388165,6.337307730610102e-05,15779.57142857143,1.2010953054239346,-0.47589013671976443,-1.2019010921037312,0.8069070161555927,0.3306173258632693,-9.666471434878414,9.666471434878414,1.9459101490553132,11.612381583933727,0.0,11.0,7.0,0.0,110457.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.7891605029800803,0.8742549561501323,-0.005658825639007723,0.6884019762781803,0.0,0.0,0.0,0.0,0.0
75181,1.0,4.244951695995759,0.06513659777009846,0.05,0.02930820890656582,0.01581628243214722,9.780269935450219e-05,10224.666666666666,29.15032659667569,24.859686970613136,-1.2019138371046296,7.2037696079972955,0.06412602116969852,-9.232558380542615,9.232558380542615,1.0986122886681098,10.331170669210724,0.0,20.0,3.0,0.0,30674.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.5812477634195465,5.00922883983032,-0.008922747680237745,1.3109532767408723,0.0,0.0,0.0,0.0,0.0
